Year,Month,Region,Org Code,Org Name,A0,A1,A2,A3,A4,A114,A5,A6,A111,A112,A113,A7,A8,A9,A10,A11,A12,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A17,A18,A19,A20,A21,A22,A23,A53,A54,A55,A56,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A74,A82,A83,A84,A78,A94,A95,A96,A115,A116,A117,A118,A75,A85,A86,A87,A79,A97,A98,A99,A119,A120,A121,A122,A76,A88,A89,A90,A80,A100,A101,A102,A77,A91,A92,A93,A81,A103,A104,A105,A49,A50,A51,A52,A13,A14,A15,A16,A106,A107,A108,A109,A110,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73
2020,1,South West,Y58,South West,107254,81644,351387,4,2,3,11,56,217,63,6070,77259,5249,3290,42101,15236,720,2159672,411,745,1916486,583,1077,65498818,1556,3222,56992174,3741,8779,3774298,5242,12629,4132,271,1019,2579,504,2338,7,41275,3719,28133,73127,11606,8883,7230,5575,56092,47220,22277,16470,1034,775,41,27329,667,1131,60,30065,501,1209,5148,2102278,408,738,2716,4465879,1644,3264,960,1442994,1503,3106,38425,59589945,1551,3219,2181,8861229,4063,8510,395,1265583,3204,7731,1143,7982390,6984,15626,56,266816,4765,13309,489,176097,360,613,2927,97645,33,56,165,255002,1545,3354,153,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,87309,72640,237512,3,2,3,4,54,430,2355,1239,66874,7019,4690,38412,10167,766,3163565,451,819,4456923,950,2121,63110097,1643,3364,42036881,4135,10188,3957440,5166,10932,5870,1173,520,8,3340,837,57,40891,2929,17184,61004,12709,9886,8626,6822,49644,40255,14790,10811,994,727,0,0,0,0,15,10305,687,1470,7004,3153260,450,818,543,999153,1840,3750,793,1200557,1514,3424,37076,60910387,1643,3357,18,93575,5199,8339,413,1885374,4565,11700,2674,15448944,5777,12574,165,923665,5598,12694,319,91200,286,463,3738,147470,39,76,39,99237,2545,4204,29,2087,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,106384,67255,234638,3,1,5,11,59,469,26,5216,77306,7347,4794,44395,11217,638,3430325,467,854,3180193,663,1221,66935167,1508,3105,47208673,4209,10165,3439126,5390,13396,5667,100,3674,766,69,1824,1613,44066,2161,25412,71639,17037,11919,10904,7814,67366,49007,22374,12672,1055,679,36,18505,514,978,0,0,0,0,7311,3411820,467,854,3305,5177138,1566,3106,10,19815,1982,3577,41080,61738214,1503,3104,414,2104453,5083,11291,151,921748,6104,16771,2076,15264306,7353,16834,159,1173259,7379,21008,603,164721,273,473,6708,232071,35,61,188,327533,1742,3859,151,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,Y59,R1F,ISLE OF WIGHT NHS TRUST,2735,1393,11453,8,1,2,31,176,13,0,6,2037,133,85,965,579,45,95143,715,1247,80088,942,1656,1593801,1652,3660,3004330,5189,13383,216555,4812,11890,177,2,25,28,6,144,7,1228,44,588,1860,191,168,121,110,1105,1008,700,606,54,47,4,4259,1065,1506,0,0,0,0,129,90884,705,1246,103,175260,1702,3397,1,379,379,379,861,1418162,1647,3701,112,613002,5473,11825,2,1081,541,944,11,55005,5000,9610,13,15772,1213,3685,14,3884,277,462,101,4002,40,79,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,165188,131743,564794,4,0,1,31,101,517,0,1345,109247,9467,6884,63255,21607,2107,3701908,391,648,4438557,645,1096,72701309,1149,2370,70061851,3243,7799,9708363,4608,10715,8029,219,939,2807,179,6692,0,63220,6751,31247,101218,24905,19063,17787,13846,94406,71422,34024,24239,2790,2272,58,27025,466,689,29,19746,681,943,9380,3655137,390,644,4360,4629386,1062,2067,1149,1101566,959,2139,57746,66970357,1160,2402,1661,9411545,5666,10707,325,1508666,4642,10215,1316,11796683,8964,16052,91,837647,9205,20981,634,186725,295,474,4602,311832,68,136,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,46301,30861,93221,3,1,5,12,30,220,2279,15,36429,2717,1801,20558,7565,447,1147086,422,701,872651,485,816,32639635,1588,3230,29620595,3915,9251,1617668,3619,8289,2080,31,277,2260,98,1674,0,21166,3759,9424,34349,5175,4165,3304,2694,26020,22076,11482,7955,697,455,83,40785,491,740,67,27431,409,821,2567,1078870,420,697,3161,5191351,1642,3229,604,918316,1520,3088,16793,26529968,1580,3237,1337,7554322,5650,10858,533,3371132,6325,14138,979,7586258,7749,15719,171,1363988,7977,18310,84,38448,458,760,1576,109294,69,110,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,125079,103307,471336,5,1,1,19,87,268,14751,949,98655,9803,6918,52929,14070,5244,4182286,427,720,4085401,591,1015,75758588,1431,3053,78431819,5574,13024,25654620,4892,11036,8170,417,5281,1063,565,1907,596,58330,5543,26612,90485,20470,16930,14252,11986,67261,56077,20255,15042,6928,5661,56,27585,493,904,33,19695,597,989,9714,4135006,426,719,4578,7320811,1599,3366,1974,3191641,1617,3494,46377,65246136,1407,3004,3272,15157076,4632,10390,1852,8753511,4727,11131,1500,11680819,7787,16333,866,8491664,9806,22004,.,.,.,.,4855,149774,31,56,86,131430,1528,3033,72,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,68460,39955,175462,4,3,4,5,45,319,7,145,51816,3200,1997,25119,15927,956,1360352,425,774,1069170,535,1004,23213199,924,1827,42354430,2659,6081,3448705,3607,8442,3460,40,134,233,375,2911,333,27747,3415,17194,48356,5782,4490,3576,2816,32868,26821,22923,17540,1424,1070,34,18707,550,934,44,19138,435,735,3122,1322507,424,773,2935,2835794,966,1844,535,420477,786,1668,21649,19956928,922,1828,2666,9444390,3543,7744,796,2258629,2837,6185,303,2289985,7558,16204,62,408233,6584,15012,221,69565,315,551,2300,76824,33,65,65,100061,1539,2935,61,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,85405,65125,99988,2,1,1,1,17,306,67,0,65363,4334,2857,33738,20348,489,1976860,456,839,1605950,562,1034,36626118,1086,2050,91656278,4504,10233,2705760,5533,12818,3629,123,619,1228,334,2553,1106,40363,769,20602,61734,9059,6758,5859,4442,45124,35802,35644,21303,850,506,167,105010,629,1085,99,53141,537,1076,4068,1818709,447,824,3259,3473081,1066,1985,983,1003828,1021,2149,29496,32149209,1090,2057,1414,9361700,6621,14028,622,4249927,6833,15118,1041,9524274,9149,20655,145,1335830,9213,19827,457,128768,282,484,2892,128476,44,55,122,126429,1036,2015,119,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,107254,81644,351387,4,2,3,11,56,217,63,6070,77259,5249,3290,42101,15236,720,2159672,411,745,1916486,583,1077,65498818,1556,3222,56992174,3741,8779,3774298,5242,12629,4132,271,1019,2579,504,2338,7,41275,3719,28133,73127,11606,8883,7230,5575,56092,47220,22277,16470,1034,775,41,27329,667,1131,60,30065,501,1209,5148,2102278,408,738,2716,4465879,1644,3264,960,1442994,1503,3106,38425,59589945,1551,3219,2181,8861229,4063,8510,395,1265583,3204,7731,1143,7982390,6984,15626,56,266816,4765,13309,489,176097,360,613,2927,97645,33,56,165,255002,1545,3354,153,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,112093,81677,210892,3,1,3,12,35,345,0,67,93572,5909,3645,46335,30444,1539,2475927,419,723,1742919,478,850,34714861,749,1365,59878813,1967,4304,4487476,2916,6898,3070,36,21,0,263,2750,2566,52396,6005,32101,90502,11259,8224,6775,5057,58614,48545,55954,31693,3989,1609,116,60092,518,971,71,26906,379,774,5722,2388929,417,721,5997,4520973,754,1372,1071,780835,729,1460,39267,29413053,749,1360,3456,11600551,3357,7911,623,1930076,3098,7386,1365,7922980,5804,13701,289,1502541,5199,13275,221,64106,290,533,3652,90884,25,48,125,87956,704,1310,116,475,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,94619,48994,159964,3,1,1,7,76,351,318,3039,71680,5593,3865,39678,11277,646,2315465,414,714,1901216,492,894,42611400,1074,2193,26041131,2309,5485,2182224,3378,8119,4703,397,1053,5294,658,2595,2004,42269,6632,18076,66977,11019,8753,6831,5535,52503,43677,20527,12428,1116,839,216,103173,478,870,46,17202,374,775,5331,2195090,412,709,4361,4717644,1082,2190,865,756527,875,2073,34452,37137229,1078,2196,2412,7776446,3224,6941,1441,3590718,2492,5110,1745,8867853,5082,11585,1126,3802563,3377,7887,.,.,.,.,3589,122625,34,58,57,52440,920,2068,48,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,2,Eng,Eng,England,963143,700325,3777954,5,1,10,30,83,3110,16693,17815,695791,56621,38104,373869,147568,11251,24828578,439,773,24121041,633,1175,496261682,1327,2707,595897303,4038,9432,66621115,5921,13749,49143,2861,12709,14149,6482,27091,7307,397097,38114,211437,646648,119851,91757,79856,62207,511218,405954,247315,158872,17805,12107,694,365296,526,888,453,218112,481,901,55474,24245170,437,770,30888,39198202,1269,2488,8341,10640902,1276,2690,334640,446422578,1334,2727,17560,92484495,5267,11790,6789,31146356,4588,10550,12732,98135731,7708,16621,2983,21153983,7092,16306,2108,645285,306,522,34336,1374850,40,74,748,1098567,1469,2958,666,2308,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,2,North East and Yorkshire,Y63,North East and Yorkshire,132985,75277,216429,3,1,4,7,38,515,2299,2866,100514,7748,5386,54799,18489,1068,3214709,415,717,2713754,504,905,66672452,1217,2462,55898405,3023,7239,4131725,3869,8361,6717,467,1433,6309,718,4099,1884,58304,9520,25973,93797,15218,12034,10281,8257,71816,59611,31691,19944,1805,1277,212,99253,468,786,107,44831,419,823,7429,3070625,413,712,6309,7768676,1231,2422,1381,1514999,1097,2323,47109,57388777,1218,2468,3280,13641195,4159,8605,1848,6195921,3353,7005,2446,15221695,6223,13455,1227,5066799,4129,9549,74,27992,378,561,4720,149224,32,56,57,60365,1059,2518,50,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,2,North West,Y62,North West,117409,98259,531953,5,1,2,36,96,212,12211,794,89281,8879,6282,47867,12456,4360,3858135,435,738,3754433,598,1042,70109543,1465,3111,71648416,5752,12966,22558264,5174,11826,7867,351,4934,907,602,1980,450,52513,4868,24033,81414,18370,15134,12757,10672,60892,50720,17898,13270,5721,4701,120,58938,491,786,49,23666,483,867,8710,3775531,433,736,4303,6676165,1552,3116,1863,3111493,1670,3352,41701,60321885,1447,3096,3331,24697585,7414,18810,1732,9512203,5492,13468,1192,9355240,7848,17033,803,8399592,10460,23833,.,.,.,.,4292,138355,32,60,74,102067,1379,3005,59,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,2,Midlands,Y60,Midlands,190028,146426,612569,4,1,6,22,57,692,2055,968,149675,12061,7845,77195,40357,1525,5357958,444,794,5596962,713,1479,88448997,1146,2248,123038726,3049,7020,5823716,3819,9205,8771,1269,513,4,3417,3572,2416,86142,8356,46406,140904,22214,16785,14449,11085,100067,81201,71842,42132,3795,1526,95,46167,486,784,87,38801,446,732,11879,5272990,444,794,5759,4993860,867,1583,1620,1743288,1076,2347,69816,81711849,1170,2299,3299,13759012,4171,9424,1018,4470271,4391,10272,3530,22688711,6427,13901,402,2602838,6475,16136,494,144676,293,505,7049,233944,33,62,141,144068,1022,1904,128,2243,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,2,East of England,Y61,East of England,101579,64935,438182,7,1,13,40,98,458,8,4634,70871,6808,4426,41196,10028,558,3372150,495,909,3066989,693,1241,68636375,1666,3434,49360473,4922,12215,4071687,7297,17796,5187,82,3264,583,61,1780,1208,40210,2007,23467,65684,15586,10826,9970,7067,62919,45613,20011,11405,950,590,24,12925,539,1092,0,0,0,0,6784,3359225,495,906,3007,5112579,1700,3407,5,15139,3028,4846,38184,63508657,1663,3437,457,2379658,5207,12075,153,875663,5723,11904,1696,14683844,8658,20515,146,1050230,7193,19331,493,138260,280,466,6163,237447,39,70,136,262222,1928,3868,111,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,2,London,Y56,London,168261,134619,1238159,9,0,29,70,151,436,0,2919,101998,9155,6642,58518,17500,1788,3733202,408,676,4672939,704,1218,77360370,1322,2756,81262284,4644,11127,19175073,10724,25205,8479,174,685,2255,426,7194,0,58441,6197,28881,93519,23943,18454,17120,13440,90122,66548,28691,19826,2578,1889,52,30064,578,993,14,9219,659,1432,9089,3693919,406,674,3891,5110888,1314,2678,1005,1266669,1260,2781,53622,70982813,1324,2761,1558,11031573,7081,13799,319,2257802,7078,16408,1564,16477108,10535,20749,150,2062822,13752,27677,.,.,.,.,4478,324080,72,154,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,2,South East,Y59,South East,152596,104679,428333,4,2,3,10,70,581,72,108,112082,7009,4465,55843,34173,1313,3225191,460,848,2546212,570,1060,63263110,1133,2207,154936530,4534,10375,7150460,5446,12576,8255,231,865,1424,799,6360,1345,63445,3967,36415,103827,13707,10319,8604,6582,74009,59166,55914,36565,2068,1450,146,94662,648,1128,143,75969,531,995,6720,3054560,455,839,5433,5927917,1091,2068,1530,1571071,1027,2193,48880,55764122,1141,2227,3684,18878234,5124,10797,1368,6405019,4682,10591,1278,12419686,9718,19903,203,1721368,8480,18639,624,182705,293,498,4897,201833,41,65,200,317749,1589,2997,188,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,2,South West,Y58,South West,100285,76130,312329,4,2,3,13,49,216,48,5526,71370,4961,3058,38451,14565,639,2067233,417,756,1769752,579,1122,61770835,1606,3345,59752469,4102,9713,3710190,5806,13544,3867,287,1015,2667,459,2106,4,38042,3199,26262,67503,10813,8205,6675,5104,51393,43095,21268,15730,888,674,45,23287,517,847,53,25626,484,976,4863,2018320,415,753,2186,3608117,1651,3268,937,1418243,1514,3211,35328,56744475,1606,3355,1951,8097238,4150,9365,351,1429477,4073,9550,1026,7289447,7105,16235,52,250334,4814,10447,423,151652,359,638,2737,89967,33,56,140,212096,1515,3232,130,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,2,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,81650,67866,313880,5,2,4,23,71,375,2055,878,62215,6405,4287,35146,10820,216,2931151,458,831,3874298,904,1991,55381107,1576,3212,49901933,4612,11042,1366977,6329,16923,5710,1234,465,4,3189,822,49,37413,2766,16326,56505,11468,8992,7808,6202,45956,37087,16297,11505,248,173,0,0,0,0,14,7957,568,932,6391,2923194,457,830,523,921022,1761,3478,697,1062154,1524,3511,33926,53397931,1574,3198,10,62255,6226,12990,409,2249349,5500,12622,2392,14908074,6232,13374,117,866521,7406,17708,289,85721,297,494,3518,141104,40,75,36,60706,1686,3404,31,1806,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,2,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,101579,64935,438182,7,1,13,40,98,458,8,4634,70871,6808,4426,41196,10028,558,3372150,495,909,3066989,693,1241,68636375,1666,3434,49360473,4922,12215,4071687,7297,17796,5187,82,3264,583,61,1780,1208,40210,2007,23467,65684,15586,10826,9970,7067,62919,45613,20011,11405,950,590,24,12925,539,1092,0,0,0,0,6784,3359225,495,906,3007,5112579,1700,3407,5,15139,3028,4846,38184,63508657,1663,3437,457,2379658,5207,12075,153,875663,5723,11904,1696,14683844,8658,20515,146,1050230,7193,19331,493,138260,280,466,6163,237447,39,70,136,262222,1928,3868,111,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,2,Y59,R1F,ISLE OF WIGHT NHS TRUST,2562,1348,17237,13,1,19,55,337,15,0,1,1985,125,79,943,561,51,75813,607,1093,69068,874,1475,1594203,1691,3560,2735679,4876,11459,363081,7119,16748,181,2,33,27,4,142,6,1192,30,582,1804,188,164,122,105,1057,968,660,580,64,52,0,0,0,0,0,0,0,0,125,75813,607,1093,105,174326,1660,3151,2,1067,534,904,836,1418810,1697,3648,104,618938,5951,12529,1,942,942,942,6,34858,5810,11808,11,10989,999,2862,12,4021,335,561,100,4055,41,75,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,2,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,168261,134619,1238159,9,0,29,70,151,436,0,2919,101998,9155,6642,58518,17500,1788,3733202,408,676,4672939,704,1218,77360370,1322,2756,81262284,4644,11127,19175073,10724,25205,8479,174,685,2255,426,7194,0,58441,6197,28881,93519,23943,18454,17120,13440,90122,66548,28691,19826,2578,1889,52,30064,578,993,14,9219,659,1432,9089,3693919,406,674,3891,5110888,1314,2678,1005,1266669,1260,2781,53622,70982813,1324,2761,1558,11031573,7081,13799,319,2257802,7078,16408,1564,16477108,10535,20749,150,2062822,13752,27677,.,.,.,.,4478,324080,72,154,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,2,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,42573,28161,118444,4,1,10,17,32,205,1954,17,33709,2496,1658,18529,7580,443,951490,381,644,775398,468,782,25710428,1388,2770,27045142,3568,8561,1697663,3832,8387,1906,24,179,1719,101,1602,0,19536,3407,8860,31803,4899,3913,3206,2581,23363,19830,11724,7999,684,437,60,27306,455,786,60,24787,413,742,2376,899397,379,637,2598,3651983,1406,2724,546,706946,1295,2709,15385,21351499,1388,2776,1242,6225376,5012,9950,454,2280522,5023,10328,882,6449528,7312,14913,157,1066390,6792,15257,74,27992,378,561,1418,39141,28,54,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,2,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,117409,98259,531953,5,1,2,36,96,212,12211,794,89281,8879,6282,47867,12456,4360,3858135,435,738,3754433,598,1042,70109543,1465,3111,71648416,5752,12966,22558264,5174,11826,7867,351,4934,907,602,1980,450,52513,4868,24033,81414,18370,15134,12757,10672,60892,50720,17898,13270,5721,4701,120,58938,491,786,49,23666,483,867,8710,3775531,433,736,4303,6676165,1552,3116,1863,3111493,1670,3352,41701,60321885,1447,3096,3331,24697585,7414,18810,1732,9512203,5492,13468,1192,9355240,7848,17033,803,8399592,10460,23833,.,.,.,.,4292,138355,32,60,74,102067,1379,3005,59,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,2,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,66923,39711,258188,7,3,5,21,94,274,3,105,48987,2871,1783,23444,14869,889,1290759,450,807,1004806,564,1035,25322712,1080,2176,49338710,3318,7896,3975386,4472,10400,4116,56,158,249,484,3418,327,25169,3272,16430,44871,5238,4024,3238,2516,30713,24870,21868,16384,1375,1010,27,17469,647,1081,49,22513,459,909,2795,1250777,448,803,2474,2595780,1049,2041,556,499357,898,2049,20414,22227575,1089,2208,2294,8946600,3900,8364,805,2470618,3069,7294,285,2361311,8285,17507,54,386999,7167,15792,208,63734,306,490,2106,75623,36,72,88,185497,2108,3704,83,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,2,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,83111,63620,152908,2,1,1,2,50,292,69,2,61110,4013,2603,31456,18743,373,1858619,463,870,1472338,566,1064,36346195,1155,2189,102862141,5488,12309,2811993,7539,17192,3958,173,674,1148,311,2800,1012,37084,665,19403,57152,8281,6131,5244,3961,42239,33328,33386,19601,629,388,119,77193,649,1139,94,53456,569,1040,3800,1727970,455,858,2854,3157811,1106,2051,972,1070647,1101,2278,27630,32117737,1162,2198,1286,9312696,7242,14997,562,3933459,6999,15330,987,10023517,10156,20644,138,1323380,9590,21010,404,114950,285,500,2691,122155,45,59,112,132252,1181,2442,105,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,2,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,100285,76130,312329,4,2,3,13,49,216,48,5526,71370,4961,3058,38451,14565,639,2067233,417,756,1769752,579,1122,61770835,1606,3345,59752469,4102,9713,3710190,5806,13544,3867,287,1015,2667,459,2106,4,38042,3199,26262,67503,10813,8205,6675,5104,51393,43095,21268,15730,888,674,45,23287,517,847,53,25626,484,976,4863,2018320,415,753,2186,3608117,1651,3268,937,1418243,1514,3211,35328,56744475,1606,3355,1951,8097238,4150,9365,351,1429477,4073,9550,1026,7289447,7105,16235,52,250334,4814,10447,423,151652,359,638,2737,89967,33,56,140,212096,1515,3232,130,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,2,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,108378,78560,298689,4,1,8,21,45,317,0,90,87460,5656,3558,42049,29537,1309,2426807,429,753,1722664,484,861,33067890,786,1443,73136793,2476,5547,4456739,3405,7932,3061,35,48,0,228,2750,2367,48729,5590,30080,84399,10746,7793,6641,4883,54111,44114,55545,30627,3547,1353,95,46167,486,784,73,30844,423,694,5488,2349796,428,751,5236,4072838,778,1394,923,681134,738,1468,35890,28313918,789,1449,3289,13696757,4164,9413,609,2220922,3647,8694,1138,7780637,6837,15008,285,1736317,6092,15490,205,58955,288,520,3531,92840,26,50,105,83362,794,1390,97,437,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,2,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,90412,47116,97985,2,1,1,1,42,310,345,2849,66805,5252,3728,36270,10909,625,2263219,431,752,1938356,520,960,40962024,1129,2304,28853263,2645,6320,2434062,3894,8343,4811,443,1254,4590,617,2497,1884,38768,6113,17113,61994,10319,8121,7075,5676,48453,39781,19967,11945,1121,840,152,71947,473,786,47,20044,426,926,5053,2171228,430,748,3711,4116693,1109,2211,835,808053,968,2070,31724,36037278,1136,2319,2038,7415819,3639,7786,1394,3915399,2809,5923,1564,8772167,5609,12633,1070,4000409,3739,8711,.,.,.,.,3302,110083,33,57,57,60365,1059,2518,50,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,3,Eng,Eng,England,1127570,866575,42413147,49,14,147,203,322,2171,16586,18278,764726,61692,37846,404110,154603,9888,30041182,487,862,26045992,688,1278,778347323,1926,4141,835931413,5407,13182,68717654,6950,16597,81092,7307,20245,17889,10976,42564,9722,368557,33968,281109,683634,129333,99207,78754,61502,542523,433186,246782,164872,15023,10648,711,409689,576,955,397,212537,535,986,60584,29418956,486,860,26241,44710858,1704,3575,7079,12247759,1730,3799,370790,721388706,1946,4186,15079,95343825,6323,14934,5952,35046760,5888,13431,11711,98547893,8415,19335,2709,23651755,8731,21499,2558,818688,320,534,37582,2580979,69,152,768,1192414,1553,3024,683,2128,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,3,North East and Yorkshire,Y63,North East and Yorkshire,153614,93384,1177656,13,1,39,65,135,399,2249,2808,109688,8810,5559,57167,19506,1048,4054243,460,774,2979252,536,935,86164761,1507,3082,75225940,3857,9388,4868205,4645,11350,12068,1433,1800,7048,2465,6370,1729,53917,8807,34896,97620,16279,13034,10057,8120,74195,61300,29505,20779,1838,1276,216,106533,493,825,104,44260,426,850,8490,3903450,460,773,5509,7885955,1431,2827,1275,1772407,1390,2909,50383,76506399,1518,3113,2952,13121461,4445,9311,1841,7512915,4081,8770,2290,14030305,6127,13207,1152,5251045,4558,10579,83,38162,460,752,5341,220195,41,79,46,54782,1191,2502,37,24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,3,North West,Y62,North West,142039,123743,1504031,12,1,45,74,133,162,12444,609,96525,9855,6412,51929,13151,4095,4629615,470,794,4128600,644,1096,117215289,2257,5130,118959971,9046,21500,27908480,6815,16209,10602,845,6631,731,678,2448,469,49507,4495,31921,85923,20105,16549,12948,10863,68348,54908,18813,13920,5283,4387,110,60257,548,924,44,21601,491,801,9701,4547757,469,791,3661,8558868,2338,5087,1530,3492226,2283,5038,46738,105164195,2250,5138,2891,29865153,10330,27297,1309,11349045,8670,20521,1382,17424594,12608,28221,702,10320934,14702,36320,197,66549,338,595,4839,187551,39,80,72,95469,1326,2643,62,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,3,Midlands,Y60,Midlands,219345,176294,1704035,10,1,31,56,110,499,1807,939,169298,13007,7788,85025,46786,1557,5915210,455,816,5902488,758,1655,106011080,1247,2463,173634792,3711,8753,6299986,4046,10059,13727,1569,500,6,4922,6736,3867,82493,8364,64714,155571,24029,18303,14422,11172,107995,88946,77212,48555,3275,1574,83,38973,470,736,60,31718,529,942,12864,5844519,454,815,4709,3679043,781,1759,1471,1782398,1212,2732,78845,100549639,1275,2502,2980,12245475,4109,9405,1144,5285052,4620,11407,3146,18422926,5856,13030,383,2336432,6100,16255,601,184265,307,484,7625,305136,40,80,160,181086,1132,2266,150,2081,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,3,East of England,Y61,East of England,112624,77312,1126280,15,1,52,84,148,250,14,4864,75145,7429,4385,44379,9511,483,3739832,503,903,3083451,703,1248,83647475,1885,3993,56015859,5890,14982,4037134,8358,18943,6415,215,4076,753,73,2051,1016,37275,1867,29588,68730,16896,11848,9923,7037,67244,48540,17950,10632,827,525,23,13584,591,1005,0,0,0,0,7406,3726248,503,903,2375,4399493,1852,3916,58,117909,2033,4368,41946,79130073,1886,4000,332,1764691,5315,14740,132,870751,6597,16903,1457,11319272,7769,18460,129,1138805,8828,23781,570,165217,290,524,7021,330222,47,93,141,259510,1840,3370,114,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,3,London,Y56,London,213635,173164,34800312,201,65,595,764,1113,369,0,3253,121082,10532,6651,66492,14574,1014,6230142,592,1056,5859484,881,1541,244809901,3682,8431,146311517,10039,26236,14775846,14572,35728,22232,2536,5195,4089,737,13764,0,51569,4217,43064,98850,26750,20447,16655,13099,93809,73546,23055,16611,1315,1057,81,71974,889,1473,28,29295,1046,1677,10423,6128873,588,1051,3454,11563522,3348,7351,863,2593409,3005,7008,62175,230652970,3710,8497,1156,13287292,11494,28259,219,3124492,14267,29961,1421,18360423,12921,32668,122,2592479,21250,50519,.,.,.,.,4823,1196792,248,633,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
